pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_orbeccen,pl_eqt,st_teff,st_mass,sy_dist
TOI-628 b,3.4095675,0.0486,11.882,2011.8639,0.072,1586,6250,1.31,178.68
TOI-640 b,5.0037775,0.06608,19.851,279.6904,0.05,1749,6460,1.54,341.997
TOI-674 b,1.977143,0.025,5.25,23.6,0,635,3514,0.42,46.0851
TOI-677 b,11.2366,0.1038,13.115,392.83788,0.435,1252,6295,1.18,141.812
TOI-763 b,5.6057,0.06,2.28,9.79,0.04,1038,5450,0.92,95.1274
TOI-763 c,12.2737,0.1011,2.63,9.32,0.04,800,5450,0.92,95.1274
TOI-776 b,8.24661,0.0652,1.85,4,0.06,514,3709,0.54,27.1701
TOI-776 c,15.6653,0.1,2.02,5.3,0.04,415,3709,0.54,27.1701
TOI-836 b,3.81673,0.0422,1.704,4.53,0.053,871,4552,0.68,27.5024
TOI-836 c,8.59545,0.075,2.587,9.6,0.078,665,4552,0.68,27.5024
TOI-892 b,10.62656,0.092,11.994,301.9385,0.125,1397,6261,1.28,340.543
TOI-905 b,3.739494,0.04666,13.126,211.99261,0.024,1192,5570,0.97,158.649
TOI-954 b,3.6849729,0.04963,9.55,55.30242,0.14,1526,5710,1.2,238.768
TrES-4 b,3.55392771,0.0516,20.602,157.00802,0.016,1795,6295,1.45,515.98
WASP-100 b,2.849375,0.0457,18.94,645.17,0,2190,6900,1.57,364.411
WASP-101 b,3.585722,0.0506,15.8,158.91,0,1560,6400,1.34,201.224
WASP-104 b,1.7554137,0.02918,12.745,404.263,0,1516,5475,1.08,185.932
WASP-105 b,7.87288,0.075,10.761,572.094,0,900,5070,0.89,169.272
WASP-106 b,9.289715,0.0917,12.162,611.797,0,1140,6055,1.19,352.181
WASP-107 b,5.72149,0.055,10.536,38.1396,0,770,4430,0.69,64.7414
WASP-11 b,3.722465,0.043,10.2,168.4499,0,960,4800,0.77,124.73
WASP-113 b,4.54216875,0.05885,15.793,150.96925,0,1496,5890,1.32,435.156
WASP-114 b,1.5487743,0.02851,15.009,562.24127,0.012,2043,5940,1.29,523.337
WASP-117 b,10.02165,0.09459,11.444,87.5585,0.302,1001,6038,1.13,157.963
WASP-118 b,4.0460435,0.05453,16.141,163.36462,0,1729,6410,1.32,376.658
WASP-119 b,2.49979,0.0363,15.693,390.9309,0.058,1600,5650,1.02,302.448
WASP-12 b,1.0914203,0.0234,21.297,467.2101,0,2580,6360,1.43,427.246
WASP-120 b,3.6112706,0.0514,16.511,1541.4755,0.057,1880,6450,1.39,381.174
WASP-121 b,1.2749255,0.02544,20.905,375.99289,0,2358,6459,1.35,269.898
WASP-123 b,2.9776412,0.04263,14.773,285.72917,0,1520,5740,1.17,197.996
WASP-124 b,3.37265,0.0449,13.899,190.698,0.017,1400,6050,1.07,448.637
WASP-126 b,3.2888,0.0449,10.761,88.9924,0.18,1480,5800,1.12,216.526
WASP-129 b,5.748145,0.0628,10.424,317.83,0.096,1100,5900,1,301.462
WASP-130 b,11.55098,0.1012,9.976,390.9309,0,833,5625,1.04,172.256
WASP-131 b,5.322023,0.0607,13.675,85.8141,0,1460,6030,1.06,200.075
WASP-132 b,7.133521,0.067,9.752,130.3103,0,763,4775,0.8,122.91
WASP-133 b,2.176423,0.0345,13.563,368.6828,0.17,1790,5700,1.16,559.084
WASP-139 b,5.924262,0.062,8.967,37.18611,0,910,5310,0.92,212.472
WASP-14 b,2.2437655,0.037,13.899,2412.3297,0.087,1872,6475,1.3,161.997
WASP-140 b,2.2359835,0.0323,16.141,775.5052,0.047,1320,5260,0.9,117.598
WASP-141 b,3.310651,0.0469,13.563,854.9627,0,1540,5900,1.25,516.543
WASP-142 b,2.052868,0.0347,17.15,266.9772,0,2000,6010,1.33,730.933
WASP-144 b,2.2783152,0.0316,9.528,139.8452,0,1260,5200,0.81,355.513
WASP-145 A b,1.7690381,0.0261,10.088,282.8687,0,1200,4900,0.76,91.299
WASP-147 b,4.60273,0.0549,12.498,87.40325,0,1404,5702,1.04,436.098
WASP-148 b,8.80381,0.0845,8.093,92.48853,0.22,940,5460,1,246.353
WASP-150 b,5.644207,0.0694,11.994,2688.8418,0.3775,1460,6218,1.39,527.995
WASP-151 b,4.533471,0.055,12.666,98.5273,0.003,1290,5871,1.08,453.099
WASP-153 b,3.332609,0.048,17.374,123.9537,0.009,1700,5914,1.34,610.176
WASP-156 b,3.836169,0.0453,5.717,40.68224,0.007,970,4910,0.84,122.066
WASP-157 b,3.9516205,0.0529,11.938,182.43442,0,1339,5838,1.26,334.037
WASP-158 b,3.656333,0.0517,11.994,886.7457,0,1590,6350,1.38,524.993
WASP-159 b,3.840401,0.0538,15.468,174.8065,0,1850,6120,1.41,715.383
WASP-160 B b,3.7684952,0.0452,12.218,88.35674,0,1119,5298,0.87,288.326
WASP-162 b,9.62468,0.0871,11.209,1652.716,0.434,910,5300,0.95,310.841
WASP-164 b,1.7771255,0.02818,12.644,676.9779,0,1610,5806,0.95,327.506
WASP-165 b,3.465509,0.04823,14.123,209.13214,0,1624,5599,1.25,602.236
WASP-166 b,5.44354,0.0641,7.062,32.10083,0,1270,6050,1.19,114.173
WASP-168 b,4.153658,0.0519,16.814,133.4886,0,1340,6000,1.08,303.941
WASP-169 b,5.6114118,0.0681,14.617,178.30263,0,1604,6110,1.34,627.066
WASP-17 b,3.735438,0.0515,22.317,154.46538,0.028,1771,6650,1.31,405.908
WASP-171 b,3.8186244,0.0504,10.985,344.52772,0,1642,5965,1.17,757.84
WASP-172 b,5.477433,0.0694,17.598,149.3801,0,1740,6900,1.49,538.11
WASP-173 A b,1.3866529,0.02508,14.404,1102.8701,0,1842,5767,1.09,232.98
WASP-173 A b,1.38665318,0.0248,13.451,1172.7927,0,1880,5800,1.05,232.98
WASP-174 b,4.2337005,0.05503,16.107,104.88337,0,1528,6399,1.24,410.149
WASP-175 b,3.0652907,0.04403,13.54,314.6517,0,1571,6229,1.21,539.36
WASP-176 b,3.899052,0.0535,16.87,271.74465,0,1721,5941,1.34,568.42
WASP-178 b,3.3448412,0.0545,21.745,448.1403,0,2402,8640,1.93,427.678
WASP-178 b,3.3448285,0.0558,20.288,527.5978,0,2470,9360,2.07,427.678
WASP-18 b,0.94145223,0.02024,13.899,3241.84975,0.0051,2429,6432,1.29,123.483
WASP-180 A b,3.409264,0.048,13.899,286.047,0,1540,6600,1.3,253.985
WASP-182 b,3.3769848,0.0451,9.528,47.03884,0,1479,5638,1.08,327.602
WASP-184 b,5.1817,0.0627,14.908,181.1631,0,1480,6000,1.23,663.231
WASP-185 b,9.38755,0.0904,14.011,311.4734,0.24,1160,5900,1.12,279.35
WASP-189 b,2.724033,0.05053,18.147,632.47853,0,3353,8000,2.03,99.731
WASP-19 b,0.78883899,0.01634,15.603,339.76027,0.002,2520,5568,0.9,268.325
WASP-19 b,0.78883852,0.01652,15.861,366.77398,0.0126,2113,5616,0.96,268.325
WASP-190 b,5.367753,0.0663,12.89,317.83,0,1500,6400,1.35,542.251
WASP-192 b,2.8786765,0.0408,13.787,731.009,0,1620,5910,1.09,508.885
WASP-20 b,4.8996284,0.06,16.388,98.841,0,1379,5940,1.2,211.877
WASP-22 b,3.53269,0.0468,12.554,177.9848,0.023,1430,6000,1.1,317.652
WASP-26 b,2.7566,0.04,14.796,324.18498,0,1660,5950,1.12,252.759
WASP-28 b,3.40883,0.04469,13.597,288.26,0,1468,6150,1.02,348.494
WASP-34 b,4.3176782,0.0524,13.675,187.51,0.038,1250,5700,1.01,132.096
WASP-41 b,3.052404,0.04,13.227,298.7602,0.026,1244,5545,0.93,163.371
WASP-43 b,0.81347398,0.01504,11.276,635.02434,0,1427,4500,0.69,86.7467
WASP-48 b,2.14363544,0.0332,15.65,288,0,1956,6000,1.06,454.144
WASP-49 b,2.7817362,0.03873,13.428,126.81417,0,1400,5600,1,194.553
WASP-5 b,1.6284279,0.0267,12.184,502.15,0.038,1706,5700,0.96,309.137
WASP-5 b,1.6284296,0.02683,12.218,502.15,0,1753,5880,0.97,309.137
WASP-52 b,1.7497798,0.0272,14.24,146.2,0,1315,5000,0.87,174.818
WASP-53 b,3.3098443,0.04101,12.038,677.61356,0.03,1053,4953,0.84,201.338
WASP-54 b,3.6936411,0.04987,18.528,202.131,0.067,1759,6100,1.21,251.303
WASP-56 b,4.617101,0.05458,12.24,181.473,0,1216,5600,1.02,321.084
WASP-57 b,2.838971,0.0386,10.267,213.573,0,1251,5600,0.95,398.276
WASP-58 b,5.01718,0.0561,15.36,282.86,0,1270,5800,0.94,290.404
WASP-59 b,7.919585,0.0697,8.687,274.276,0.1,670,4650,0.72,115.936
WASP-6 b,3.36100208,0.0414,13.787,154.14755,0.054,1184,5375,0.84,197.119
WASP-60 b,4.3050011,0.0531,9.64,163.358,0,1320,5900,1.08,431.052
WASP-61 b,3.855898,0.0521,13.563,654.7298,0,1624,6250,1.27,488.66
WASP-62 b,4.41194,0.0571,15.02,184.3414,0,1475,6230,1.28,175.631
WASP-64 b,1.5732918,0.02648,14.247,403.945,0,1689,5400,1,369.926
WASP-65 b,2.3114243,0.0334,12.464,492.62,0,1480,5600,0.93,273.703
WASP-68 b,5.084298,0.06206,13.9,301.93,0,1490,5911,1.24,226.399
WASP-69 b,3.8681382,0.04525,9.113,82.632,0,963,4715,0.83,49.9605
WASP-69 b,3.8681382,0.04525,11.848,82.6358,0,963,4700,0.83,49.9605
WASP-7 b,4.954658,0.0618,10.256,305.1168,0,1379,6400,1.28,162.303
WASP-70 A b,3.7130203,0.04853,13.047,187.512,0,1387,5763,1.11,222.355
WASP-71 b,2.9036747,0.04619,16.37,712.545,0,2049,6059,1.56,362.715
WASP-72 b,2.2167421,0.03708,14.24,491.3763,0,2210,6250,1.39,434.754
WASP-73 b,4.08722,0.05512,13.002,597.5,0,1790,6036,1.34,316.678
WASP-74 b,2.13775,0.037,17.486,301.9385,0,1910,5970,1.48,149.216
WASP-75 b,2.484193,0.0375,14.235,340.06,0,1710,6100,1.14,294.001
WASP-76 b,1.809886,0.033,20.512,292.4036,0,2160,6250,1.46,194.459
WASP-77 A b,1.36002854,0.02335,13.787,529.81995,0.0074,1715,5617,0.9,105.166
WASP-78 b,2.17517632,0.0362,19.055,282.857,0,2350,6100,1.33,754.258
WASP-78 b,2.175173,0.0367,23.091,273.3338,0,2470,6100,1.39,754.258
WASP-79 b,3.662392,0.0519,17.15,270.1555,0,1716,6600,1.39,246.69
WASP-79 b,3.6623866,0.0535,23.43,286.03,0,1900,6600,1.52,246.69
WASP-80 b,3.06785234,0.0344,11.198,170.99254,0.002,825,4143,0.58,49.7876
WASP-81 b,2.7164762,0.03908,16.018,231.69807,0.066,1623,5870,1.08,398.505
WASP-82 b,2.705782,0.0447,18.719,394.1092,0,2190,6490,1.63,275.664
WASP-82 b,2.705785,0.0448,19.17,397.27,0,2200,6480,1.64,275.664
WASP-83 b,4.971252,0.059,11.657,95.349,0,1120,5510,1.11,271.103
WASP-84 b,8.5234865,0.0771,10.559,220.565,0,797,5314,0.84,100.588
WASP-84 b,8.5234962,0.0775,10.94,218.34921,0,833,5280,0.85,100.588
WASP-85 A b,2.6556777,0.039,13.899,402.05495,0,1452,6112,1.09,141.887
WASP-88 b,4.954,0.06431,19.055,177.98,0,1772,6431,1.45,523.756
WASP-89 b,3.3564227,0.0427,11.657,1875.197,0.193,1120,5130,0.92,290.946
WASP-90 b,3.916243,0.0562,18.271,200.2329,0,1840,6430,1.55,466.433
WASP-91 b,2.798581,0.037,11.545,425.8922,0,1160,4920,0.84,149.942
WASP-92 b,2.1746742,0.0348,16.376,255.85315,0,1871,6280,1.19,575.889
WASP-93 b,2.7325321,0.04211,17.901,467.2101,0,1942,6700,1.33,370.284
WASP-94 A b,3.9501907,0.055,19.28,143.653,0.13,1604,6153,1.45,211.211
WASP-95 b,2.184673,0.03416,13.56,359.13,0,1570,5630,1.11,137.544
WASP-96 b,3.4252602,0.0453,13.45,152.55,0,1285,5540,1.06,352.464
WASP-97 b,2.07276,0.03303,12.67,419.52,0,1555,5640,1.12,151.068
WASP-98 b,2.96264,0.036,12.33,263.79,0,1180,5525,0.69,281.742
WASP-99 b,5.75251,0.0717,12.33,883.53,0,1480,6180,1.48,158.66
WD 1856+534 b,1.4079405,0.0204,10.4,4386.054,0,163,4710,0.52,24.7359
WTS-1 b,3.352057,0.047,16.7,1274.44,0.1,1500,6250,1.2,2346.01
Wendelstein-1 b,2.663416,0.0282,11.561,188.15536,0.012,2198,4251,0.65,305.3
Wendelstein-2 b,1.7522239,0.0234,12.993,232.33373,0.057,2470,4591,0.73,565.541
Wolf 503 b,6.00127,0.05706,2.043,6.26,0.41,790,4716,0.69,44.526
XO-5 b,4.1877558,0.0515,12.78,378.2,0,1230,5430,1.04,276.211
XO-6 b,3.7650007,0.0815,23.203,1398.452,0,1577,6720,1.47,235.479
XO-7 b,2.8641424,0.04421,15.39,225.34147,0.038,1743,6250,1.41,234.149
pi Men c,6.2679,0.06839,2.042,4.82,0,1170,6037,1.09,18.2702
pi Men c,6.26834,0.06702,2.06,4.52,0,1147,5870,1.02,18.2702
