	U1 		 U2 		 U3
1429. 0.723687 0.082906 0.846638 
1430. 0.301221 0.0461538 0.887536 
1431. 0.120147 0.922711 0.568118 
1432. 0.0422466 0.420879 0.73981 
1433. 0.718193 0.770452 0.823065 
1434. 0.207814 0.480464 0.862015 
1435. 0.532479 0.834554 0.475646 
1436. 0.0510379 0.928571 0.458069 
1437. 0.867643 0.919048 0.681655 
1438. 0.74823 0.109524 0.483557 
1439. 0.718437 0.308425 0.31509 
1440. 0.211966 0.212943 0.894709 
1441. 0.603053 0.0979243 0.047391 
1442. 0.250672 0.322589 0.922234 
1443. 0.260928 0.416728 0.498222 
1444. 0.435287 0.417582 0.29177 
1445. 0.399023 0.490232 0.38311 
1446. 0.782662 0.664713 0.0310215 
1447. 0.303663 0.493773 0.134675 
1448. 0.161661 0.96569 0.568776 
1449. 0.747985 0.0736264 0.755315 
1450. 0.714286 0.257509 0.947151 
1451. 0.141392 0.885714 0.841257 
1452. 0.403419 0.276557 0.75196 
1453. 0.857387 0.504518 0.138785 
1454. 0.573871 0.878877 0.175844 
1455. 0.754701 0.695482 0.120477 
1456. 0.828449 0.108791 0.71076 
1457. 0.0819292 0.246154 0.977715 
1458. 0.392674 0.920635 0.842029 
1459. 0.674725 0.244444 0.642095 
1460. 0.468987 0.775336 0.360002 
1461. 0.971917 0.895604 0.537266 
1462. 0.520635 0.117094 0.548772 
1463. 0.849817 0.951893 0.724515 
1464. 0.445177 0.901099 0.202088 
1465. 0.567155 0.584127 0.659132 
1466. 0.640537 0.644811 0.159355 
1467. 0.887912 0.80232 0.189367 
1468. 0.092674 0.188889 0.522322 
1469. 0.575336 0.053602 0.771462 
1470. 0.779609 0.555678 0.502113 
1471. 0.25177 0.226862 0.806819 
1472. 0.279609 0.280952 0.0546866 
1473. 0.752869 0.878144 0.929277 
1474. 0.797314 0.633211 0.458711 
1475. 0.552747 0.816484 0.180549 
1476. 0.395604 0.392674 0.778658 
1477. 0.724542 0.37326 0.861617 
1478. 0.315751 0.723321 0.215519 
1479. 0.367155 0.474847 0.0943262 
1480. 0.240904 0.357143 0.2658 
1481. 0.0948718 0.35348 0.568209 
1482. 0.612698 0.0421245 0.058374 
1483. 0.414652 0.58022 0.385727 
1484. 0.0482295 0.312698 0.914479 
1485. 0.819902 0.57619 0.432488 
1486. 0.936752 0.97033 0.427328 
1487. 0.922955 0.46801 0.00376402 
1488. 0.6884 0.776068 0.260509 
1489. 0.701465 0.957875 0.849288 
1490. 0.923565 0.409524 0.959344 
1491. 0.698779 0.805372 0.402187 
1492. 0.8779 0.448352 0.2992 
1493. 0.922589 0.10525 0.282376 
1494. 0.682173 0.945299 0.978136 
1495. 0.595604 0.340659 0.454121 
1496. 0.124054 0.952625 0.275631 
1497. 0.108669 0.96337 0.594233 
1498. 0.847253 0.876557 0.168416 
1499. 0.401587 0.498291 0.664797 
1500. 0.826252 0.349573 0.740197 
1501. 0.0445665 0.710134 0.818561 
1502. 0.757631 0.35409 0.837861 
1503. 0.878266 0.0940171 0.110897 
1504. 0.928816 0.990598 0.861892 
1505. 0.788034 0.190598 0.311013 
1506. 0.394994 0.198901 0.857184 
1507. 0.714164 0.90464 0.824928 
1508. 0.139316 0.885104 0.677872 
1509. 0.368132 0.224664 0.130438 
1510. 0.257509 0.0941392 0.00570188 
1511. 0.377167 0.000854701 0.132773 
1512. 0.411111 0.0726496 0.213675 
1513. 0.988156 0.174481 0.380961 
1514. 0.796703 0.829182 0.198391 
1515. 0.542369 0.471917 0.0931821 
1516. 0.21917 0.108059 0.993446 
1517. 0.725519 0.183883 0.17153 
1518. 0.332357 0.628205 0.536958 
1519. 0.649451 0.390965 0.000615063 
1520. 0.0393162 0.227961 0.910942 
1521. 0.668376 0.374359 0.812038 
1522. 0.36105 0.816728 0.5987 
1523. 0.137118 0.413431 0.471419 
1524. 0.330769 0.137363 0.249124 
1525. 0.622466 0.674481 0.0748926 
1526. 0.580708 0.323932 0.020106 
1527. 0.87094 0.530891 0.629735 
1528. 0.804274 0.120269 0.254139 
1529. 0.671062 0.221612 0.064547 
1530. 0.406716 0.834799 0.425658 
1531. 0.913431 0.949328 0.195806 
1532. 0.526496 0.68315 0.174836 
1533. 0.949451 0.0606838 0.58606 
1534. 0.138706 0.157509 0.0172379 
1535. 0.357753 0.386691 0.80587 
1536. 0.0810745 0.864835 0.989713 
1537. 0.378144 0.502076 0.981549 
1538. 0.427717 0.671306 0.343337 
1539. 0.27033 0.0540904 0.260494 
1540. 0.595116 0.597192 0.336992 
1541. 0.115751 0.755189 0.558096 
1542. 0.967643 0.183272 0.358321 
1543. 0.447985 0.576313 0.63252 
1544. 0.614896 0.980708 0.903579 
1545. 0.452015 0.350061 0.586952 
1546. 0.683394 0.751648 0.29358 
1547. 0.616361 0.882418 0.348462 
1548. 0.476923 0.996459 0.542125 
1549. 0.106716 0.688767 0.266729 
1550. 0.814042 0.538095 0.717194 
1551. 0.837118 0.732601 0.92534 
1552. 0.229304 0.263492 0.489312 
1553. 0.897802 0.394139 0.969963 
1554. 0.260806 0.497802 0.305179 
1555. 0.433211 0.308059 0.572969 
1556. 0.363736 0.181807 0.910255 
1557. 0.182784 0.45177 0.159769 
1558. 0.10696 0.395849 0.0181071 
1559. 0.818193 0.643101 0.725403 
1560. 0.907692 0.657021 0.54949 
1561. 0.428938 0.840049 0.0531797 
1562. 0.291087 0.395482 0.90222 
1563. 0.947985 0.611966 0.397895 
1564. 0.113797 0.0107448 0.0488545 
1565. 0.934432 0.913309 0.0892393 
1566. 0.883516 0.621856 0.716908 
1567. 0.0179487 0.851404 0.566985 
1568. 0.305128 0.360562 0.419652 
1569. 0.186569 0.644078 0.609322 
1570. 0.171306 0.740049 0.934174 
1571. 0.911966 0.896581 0.250651 
1572. 0.501587 0.200122 0.76304 
1573. 0.526007 0.00830281 0.389176 
1574. 0.941148 0.705739 0.0733796 
1575. 0.99768 0.980586 0.876542 
1576. 0.958608 0.339683 0.298115 
1577. 0.294383 0.869597 0.681973 
1578. 0.0039072 0.906838 0.75713 
1579. 0.0664225 0.0717949 0.42884 
1580. 0.12906 0.101832 0.0237063 
1581. 0.193773 0.654701 0.509397 
1582. 0.293773 0.642857 0.662007 
1583. 0.993651 0.636264 0.493181 
1584. 0.89011 0.0758242 0.793085 
1585. 0.130037 0.444322 0.32857 
1586. 0.210379 0.762882 0.882557 
1587. 0.576068 0.837118 0.376709 
1588. 0.792063 0.146398 0.204982 
1589. 0.463492 0.442369 0.502871 
1590. 0.87851 0.596825 0.965197 
1591. 0.932967 0.724054 0.358527 
1592. 0.858608 0.537118 0.357826 
1593. 0.594628 0.649573 0.179517 
1594. 0.107448 0.20696 0.00677809 
1595. 0.826496 0.589499 0.437246 
1596. 0.0487179 0.101343 0.0276472 
1597. 0.828205 0.613187 0.925688 
1598. 0.0777778 0.11453 0.965213 
1599. 0.3221 0.733944 0.508362 
1600. 0.475092 0.377656 0.511694 
1601. 0.07558 0.0968254 0.31429 
1602. 0.284737 0.229182 0.717409 
1603. 0.840049 0.478144 0.334642 
1604. 0.279121 0.637363 0.61436 
1605. 0.744567 0.169231 0.53847 
1606. 0.656166 0.382906 0.360198 
1607. 0.15348 0.543101 0.478693 
1608. 0.608913 0.157998 0.918069 
1609. 0.350305 0.428205 0.913021 
1610. 0.954579 0.39304 0.941842 
1611. 0.225885 0.404396 0.716132 
1612. 0.839683 0.369475 0.854514 
1613. 0.272894 0.401587 0.630503 
1614. 0.638706 0.130769 0.584718 
1615. 0.856777 0.114042 0.868258 
1616. 0.563492 0.69243 0.888774 
1617. 0.578266 0.849451 0.206634 
1618. 0.829426 0.194505 0.859636 
1619. 0.0985348 0.531013 0.386807 
1620. 0.674969 0.130647 0.689011 
1621. 0.473138 0.103663 0.916542 
1622. 0.0423687 0.810379 0.801553 
1623. 0.720269 0.873871 0.125097 
1624. 0.243101 0.269963 0.983705 
1625. 0.132234 0.9442 0.0377752 
1626. 0.247741 0.247253 0.543883 
1627. 0.211111 0.0139194 0.423309 
1628. 0.588523 0.183028 0.672394 
1629. 0.003663 0.555556 0.476825 
1630. 0.0622711 0.216484 0.997163 
1631. 0.058486 0.398901 0.628886 
1632. 0.994261 0.902564 0.222986 
1633. 0.900488 0.708669 0.427417 
1634. 0.306471 0.229548 0.669608 
1635. 0.209402 0.50928 0.347842 
1636. 0.559463 0.283516 0.494564 
1637. 0.509768 0.0959707 0.245108 
1638. 0.665079 0.156532 0.990806 
1639. 0.305006 0.303663 0.314019 
1640. 0.184493 0.808303 0.0291704 
1641. 0.13602 0.697436 0.468951 
1642. 0.312088 0.274847 0.240553 
1643. 0.304884 0.359219 0.868604 
1644. 0.182418 0.529915 0.391211 
1645. 0.100733 0.0372405 0.344952 
1646. 0.712332 0.165079 0.731404 
1647. 0.108181 0.0300366 0.0703644 
1648. 0.83895 0.552869 0.935312 
1649. 0.26044 0.988278 0.757253 
1650. 0.426984 0.993529 0.0171253 
1651. 0.257875 0.439683 0.958782 
1652. 0.383394 0.368498 0.686049 
1653. 0.516972 0.318559 0.370541 
1654. 0.787546 0.0742369 0.16129 
1655. 0.386691 0.309402 0.0185 
1656. 0.573016 0.295971 0.900466 
1657. 0.740171 0.154457 0.704512 
1658. 0.581441 0.127228 0.449708 
1659. 0.883394 0.813187 0.943733 
1660. 0.015873 0.112454 0.813302 
1661. 0.269841 0.557509 0.0749416 
1662. 0.586813 0.38254 0.635215 
1663. 0.974725 0.511966 0.050843 
1664. 0.568376 0.511844 0.465273 
1665. 0.661294 0.501465 0.347884 
1666. 0.240659 0.619414 0.152399 
1667. 0.0907204 0.643834 0.0241501 
1668. 0.542125 0.719292 0.184364 
1669. 0.215018 0.132357 0.118319 
1670. 0.654945 0.248962 0.154585 
1671. 0.132723 0.159219 0.860521 
1672. 0.256044 0.53199 0.275227 
1673. 0.352259 0.213675 0.339001 
1674. 0.98779 0.160195 0.186747 
1675. 0.790476 0.615018 0.784261 
1676. 0.436508 0.270208 0.996972 
1677. 0.41978 0.964957 0.672578 
1678. 0.135409 0.0113553 0.330618 
1679. 0.301709 0.965201 0.154267 
1680. 0.128449 0.0321123 0.907772 
1681. 0.183394 0.729304 0.415077 
1682. 0.117338 0.983394 0.980085 
1683. 0.994628 0.578388 0.437342 
1684. 0.906716 0.157021 0.0974475 
1685. 0.412332 0.345177 0.747151 
1686. 0.00879121 0.336508 0.202109 
1687. 0.149451 0.599756 0.542168 
1688. 0.540415 0.973138 0.842728 
1689. 0.185958 0.706716 0.233272 
1690. 0.160928 0.0634921 0.0838546 
1691. 0.735531 0.396215 0.606893 
1692. 0.502564 0.674237 0.766077 
1693. 0.542613 0.303175 0.606212 
1694. 0.223321 0.766789 0.476321 
1695. 0.796093 0.169109 0.474009 
1696. 0.53199 0.372527 0.115853 
1697. 0.042735 0.66105 0.826136 
1698. 0.726496 0.182418 0.375468 
1699. 0.348962 0.503663 0.683167 
1700. 0.931746 0.806227 0.81435 
1701. 0.837851 0.521001 0.86278 
1702. 0.241758 0.279731 0.916047 
1703. 0.109402 0.774359 0.020901 
1704. 0.859707 0.812576 0.962604 
1705. 0.613309 0.0605617 0.770958 
1706. 0.425031 0.147131 0.569283 
1707. 0.224664 0.50464 0.994025 
1708. 0.818926 0.889255 0.455868 
1709. 0.920147 0.577534 0.328414 
1710. 0.640659 0.0843712 0.464638 
1711. 0.889988 0.170696 0.774233 
1712. 0.127961 0.507448 0.566389 
1713. 0.175092 0.127839 0.0384429 
1714. 0.976313 0.865079 0.237245 
1715. 0.59536 0.522833 0.648717 
1716. 0.119902 0.435409 0.340052 
1717. 0.0380952 0.00525031 0.755831 
1718. 0.647619 0.446276 0.896928 
1719. 0.00818071 0.928938 0.327859 
1720. 0.139072 0.950183 0.785129 
1721. 0.36398 0.7558 0.176121 
1722. 0.186935 0.235165 0.245946 
1723. 0.177534 0.986691 0.575599 
1724. 0.0177045 0.858608 0.711787 
1725. 0.300977 0.972894 0.446811 
1726. 0.115995 0.685958 0.311335 
1727. 0.971795 0.299389 0.756759 
1728. 0.518559 0.445055 0.0146309 
1729. 0.81453 0.825153 0.112566 
1730. 0.845421 0.129426 0.976536 
1731. 0.370452 1 0.538443 
1732. 0.296947 0.989744 0.493211 
1733. 0.0474969 0.117949 0.0862884 
1734. 0.807448 0.02442 0.729354 
1735. 0.725031 0.0754579 0.0249858 
1736. 0.324054 0.413187 0.15748 
1737. 0.508303 0.116606 0.407095 
1738. 0.640171 0.910379 0.558517 
1739. 0.881685 0.372772 0.37161 
1740. 0.986935 0.681807 0.384912 
1741. 0.775946 0.946642 0.0785363 
1742. 0.189499 0.454823 0.468571 
1743. 0.221123 0.655311 0.563133 
1744. 0.75873 0.69475 0.335665 
1745. 0.896947 0.0465201 0.108006 
1746. 0.246276 0.953846 0.579986 
1747. 0.186203 0.067033 0.62135 
1748. 0.165079 0.697192 0.58571 
1749. 0.806105 0.25409 0.962277 
1750. 0.702198 0.595116 0.66357 
1751. 0.93602 0.578755 0.900881 
1752. 0.910501 0.188156 0.869421 
1753. 0.476679 0.991453 0.639024 
1754. 0.102564 0.263248 0.721967 
1755. 0.743468 0.373382 0.323976 
1756. 0.637485 0.7337 0.524707 
1757. 0.83602 0.356899 0.457066 
1758. 0.210623 0.332723 0.358517 
1759. 0.58022 0.278022 0.125526 
1760. 0.862637 0.62906 0.538356 
1761. 0.663126 0.463614 0.108895 
1762. 0.271795 0.402442 0.606932 
1763. 0.620024 0.203419 0.599878 
1764. 0.539194 0.288523 0.683844 
1765. 0.165201 0.52149 0.530826 
1766. 0.808181 0.321245 0.988381 
1767. 0.737485 0.302564 0.343228 
1768. 0.535775 0.714896 0.233399 
1769. 0.107082 0.758852 0.446725 
1770. 0.820269 0.494628 0.41859 
1771. 0.942979 0.0382173 0.144914 
1772. 0.0286935 0.248107 0.641164 
1773. 0.48779 0.086569 0.317543 
1774. 0.291453 0.357509 0.15627 
1775. 0.954212 0.384615 0.173381 
1776. 0.219658 0.6884 0.506638 
1777. 0.733822 0.50696 0.252174 
1778. 0.473504 0.0863248 0.279647 
1779. 0.0485958 0.336752 0.862705 
1780. 0.826129 0.620513 0.160775 
1781. 0.0424908 0.737241 0.077577 
1782. 0.722344 0.657875 0.699846 
1783. 0.278388 0.912698 0.0597067 
1784. 0.732112 0.569963 0.964774 
1785. 0.444444 0.441026 0.628471 
1786. 0.554701 0.482662 0.127288 
1787. 0.428816 0.0212454 0.752578 
1788. 0.289011 0.805739 0.0723376 
1789. 0.912698 0.479487 0.937449 
1790. 0.514042 0.751526 0.787544 
1791. 0.737729 0.872039 0.297077 
1792. 0.539927 0.114286 0.685706 
1793. 0.177656 0.713187 0.553576 
1794. 0.0197802 0.613553 0.715929 
1795. 0.336264 0.145665 0.824654 
1796. 0.715873 0.380098 0.655685 
1797. 0.168376 0.304396 0.764998 
1798. 0.862149 0.870574 0.0135657 
1799. 0.654823 0.989866 0.585904 
1800. 0.130647 0.128327 0.682748 
1801. 0.220757 0.906593 0.798837 
1802. 0.752503 0.0510379 0.733716 
1803. 0.791087 0.337729 0.492681 
1804. 0.446886 0.703541 0.0914029 
1805. 0.596215 0.793773 0.766296 
1806. 0.134432 0.462515 0.0767439 
1807. 0.285104 0.309035 0.635732 
1808. 0.846276 0.264835 0.837288 
1809. 0.384982 0.508303 0.288857 
1810. 0.543956 0.200488 0.594129 
1811. 0.246154 0.0394383 0.0735054 
1812. 0.184127 0.351893 0.388081 
1813. 0.129792 0.907326 0.051448 
1814. 0.206227 0.113309 0.856576 
1815. 0.505495 0.630159 0.502692 
1816. 0.59243 0.557021 0.843382 
1817. 0.0700855 0.341026 0.0698325 
1818. 0.191331 0.983761 0.736929 
1819. 0.252259 0.609524 0.548844 
1820. 0.287912 0.803297 0.170436 
1821. 0.894017 0.271917 0.312024 
1822. 0.196459 0.110134 0.248943 
1823. 0.339438 0.360317 0.99697 
1824. 0.769841 0.623321 0.0297792 
1825. 0.0857143 0.975946 0.669985 
1826. 0.457021 0.945421 0.475313 
1827. 0.768498 0.351038 0.754241 
1828. 0.0628816 0.834676 0.443395 
1829. 0.0688645 0.93895 0.848131 
1830. 0.170574 0.801099 0.384792 
1831. 0.899512 0.0851038 0.826116 
1832. 0.289866 0.232967 0.745992 
1833. 0.927228 0.799878 0.0252892 
1834. 0.76105 0.981441 0.00654702 
1835. 0.936386 0.412332 0.907901 
1836. 0.916728 0.043956 0.269063 
1837. 0.58254 0.735897 0.10819 
1838. 0.902076 0.543712 0.801093 
1839. 0.333455 0.20989 0.629216 
1840. 0.668132 0.838584 0.516442 
1841. 0.356899 0.27094 0.800686 
1842. 0.0665446 0.0271062 0.364069 
1843. 0.131136 0.303785 0.159264 
1844. 0.22906 0.818681 0.678151 
1845. 0.893651 0.579487 0.165409 
1846. 0.190232 0.250427 0.325297 
1847. 0.233578 0.283761 0.0904714 
1848. 0.970452 0.116728 0.300045 
1849. 0.495726 0.920757 0.116046 
1850. 0.426374 0.254823 0.0129033 
1851. 0.247497 0.657387 0.33715 
1852. 0.20696 0.871184 0.631499 
1853. 0.517949 0.0416361 0.193278 
1854. 0.804151 0.538706 0.166457 
1855. 0.668987 0.784493 0.573848 
1856. 0.371429 0.673871 0.797103 
1857. 0.313553 0.272039 0.0202205 
1858. 0.329792 0.120513 0.457315 
1859. 0.605861 0.242369 0.302649 
1860. 0.298413 0.598901 0.824313 
1861. 0.0724054 0.900488 0.293799 
1862. 0.230769 0.532234 0.697192 
1863. 0.922711 0.234432 0.524162 
1864. 0.684249 0.92442 0.256157 
1865. 0.630891 0.566178 0.117251 
1866. 0.723932 0.119292 0.886186 
1867. 0.305372 0.138584 0.152285 
1868. 0.19072 0.778266 0.334962 
1869. 0.24188 0.144567 0.554537 
1870. 0.111477 0.286691 0.998203 
1871. 0.894994 0.365812 0.276655 
1872. 0.213065 0.090232 0.551875 
1873. 0.621734 0.668864 0.157128 
1874. 0.568254 0.846642 0.690144 
1875. 0.659219 0.955922 0.661022 
1876. 0.205372 0.243468 0.0734442 
1877. 0.490965 0.692308 0.733986 
1878. 0.345421 0.839072 0.545466 
1879. 0.871551 0.312454 0.268063 
1880. 0.814652 0.555433 0.908754 
1881. 0.847497 0.206105 0.103719 
1882. 0.405739 0.51685 0.37463 
1883. 0.896825 0.926984 0.601613 
1884. 0.2442 0.784127 0.655563 
1885. 0.150916 0.642735 0.264517 
1886. 0.565324 0.625885 0.146675 
1887. 0.609402 0.193773 0.196163 
1888. 0.358608 0.468742 0.962347 
1889. 0.0956044 0.838339 0.751124 
1890. 0.625153 0.250183 0.132275 
1891. 0.626374 0.263004 0.343288 
1892. 0.647131 0.352625 0.941064 
1893. 1 0.969597 0.304743 
1894. 0.998046 0.405739 0.0681114 
1895. 0.964835 0.483639 0.229808 
1896. 0.400244 0.104274 0.010593 
1897. 0.803419 0.862271 0.620114 
1898. 0.656532 0.284127 0.0282054 
1899. 0.159707 0.147863 0.270339 
1900. 0.714774 0.566911 0.871799 
1901. 0.149695 0.181563 0.348787 
1902. 0.544567 0.431013 0.0703545 
1903. 0.256532 0.631746 0.860443 
1904. 0.360562 0.691941 0.169677 
1905. 0.128816 0.807937 0.503922 
1906. 0.189621 0.6663 0.203241 
1907. 0.223199 0.628694 0.146354 
1908. 0.794017 0.432479 0.0618721 
1909. 0.496703 0.756288 0.735678 
1910. 0.442979 0.276679 0.406052 
1911. 0.529792 0.514896 0.263204 
1912. 0.00537241 0.760928 0.42512 
1913. 0.0913309 0.671062 0.577469 
1914. 0.552503 0.0333333 0.0295321 
1915. 0.391453 0.833089 0.0858169 
1916. 0.653968 0.804029 0.0945407 
1917. 0.116117 0.334188 0.294795 
1918. 0.973871 0.402564 0.632371 
1919. 0.553846 0.213797 0.690139 
1920. 0.414286 0.170574 0.539424 
1921. 0.0420024 0.49707 0.0979669 
1922. 0.714042 0.245788 0.0857015 
1923. 0.137241 0.889499 0.400421 
1924. 0.332845 0.598291 0.380052 
1925. 0.657753 0.848596 0.16839 
1926. 0.180464 0.121856 0.131111 
1927. 0.0675214 0.356532 0.702239 
1928. 0.147741 0.301587 0.413584 
1929. 0.511355 0.631868 0.732898 
1930. 0.692063 0.70232 0.514768 
1931. 0.763736 0.689988 0.651315 
1932. 0.982051 0.64188 0.372168 
1933. 0.692918 0.553236 0.239886 
1934. 0.778266 0.0192918 0.162844 
1935. 0.228938 0.639683 0.548474 
1936. 0.891575 0.366422 0.402324 
1937. 0.154945 0.142125 0.892444 
1938. 0.633822 0.0791209 0.434521 
1939. 0.773748 0.724542 0.771477 
1940. 0.152137 0.578632 0.591513 
1941. 0.586081 0.177778 0.0305008 
1942. 0.962271 0.10928 0.0867659 
1943. 0.356654 0.287668 0.583682 
1944. 0.0623932 0.44884 0.645807 
1945. 0.0605617 0.146764 0.0797381 
1946. 0.0294261 0.473504 0.602312 
1947. 0.500244 0.242979 0.965808 
1948. 0.503175 0.650794 0.41738 
1949. 0.552991 0.310745 0.0772153 
1950. 0.399756 0.410134 0.13235 
1951. 0.795116 0.857265 0.87996 
1952. 0.515385 0.85873 0.316103 
1953. 0.760562 0.983272 0.611675 
1954. 0.928083 0.56801 0.70755 
1955. 0.77558 0.274969 0.310644 
1956. 0.183272 0.369597 0.996819 
1957. 0.115263 0.411966 0.378126 
1958. 0.959341 0.0128205 0.683649 
1959. 0.306838 0.0896215 0.435514 
1960. 0.215629 0.616972 0.782791 
1961. 0.665324 0.436264 0.541001 
1962. 0.309158 0.0778999 0.0882715 
1963. 0.255067 0.620757 0.560235 
1964. 0.335653 0.757998 0.942412 
1965. 0.705495 0.421978 0.954153 
1966. 0.992063 0.863858 0.0622388 
1967. 0.863126 0.419048 0.247223 
1968. 0.671429 0.614774 0.174673 
1969. 0.412943 0.249451 0.852266 
1970. 0.0191697 0.200733 0.149359 
1971. 0.325885 0.0601954 0.809565 
1972. 0.539438 0.115995 0.127409 
1973. 0.169353 0.858486 0.0135972 
1974. 0.878755 0.962515 0.833869 
1975. 0.937118 0.803907 0.977554 
1976. 0.929182 0.32381 0.54278 
1977. 0.794261 0.520513 0.130393 
1978. 0.500855 0.238217 0.620779 
1979. 0.513553 0.246032 0.472931 
1980. 0.729426 0.910256 0.0137208 
1981. 0.398779 0.362393 0.685143 
1982. 0.77851 0.799756 0.905611 
1983. 0.233089 0.971062 0.638647 
1984. 0.962149 0.530281 0.545465 
1985. 0.354579 0.0683761 0.47541 
1986. 0.0271062 0.811355 0.425651 
1987. 0.460806 0.956899 0.0179084 
1988. 0.832845 0.326496 0.650669 
1989. 0.156654 0.74884 0.576428 
1990. 0.662882 0.643712 0.0716707 
1991. 0.267643 0.708913 0.680084 
1992. 0.549451 0.250305 0.300923 
1993. 0.33956 0.273382 0.977583 
1994. 0.771917 0.234676 0.630604 
1995. 0.121001 0.945177 0.942953 
1996. 0.0567766 0.330281 0.872709 
1997. 0.965201 0.0704518 0.0576833 
1998. 0.406471 0.98779 0.639242 
1999. 0.90928 0.952015 0.820592 
2000. 0.455922 0.911477 0.983833 
